2015-02-09 09:26:11.547536;1;1;1;1;118;74;106;
2015-02-09 09:26:11.564223;1;1;1;1;113;73;106;
2015-02-09 09:26:11.580890;1;1;1;1;113;73;106;
2015-02-09 09:26:11.597579;1;1;1;1;113;73;106;
2015-02-09 09:26:11.614221;1;1;1;1;113;73;106;
2015-02-09 09:26:11.614487;1;1;1;1;113;73;106;
2015-02-09 09:26:11.630920;1;1;1;1;109;86;106;
2015-02-09 09:26:11.647566;1;1;1;1;109;86;106;
2015-02-09 09:26:11.664248;1;1;1;1;109;86;106;
2015-02-09 09:26:11.697578;1;1;1;1;109;86;106;
2015-02-09 09:26:11.714215;1;1;1;1;107;90;106;
2015-02-09 09:26:11.714482;1;1;1;1;107;90;106;
2015-02-09 09:26:11.747548;1;1;1;1;107;90;106;
2015-02-09 09:26:11.764209;1;1;1;1;107;90;106;
2015-02-09 09:26:11.780885;1;1;1;1;107;90;106;
2015-02-09 09:26:11.797537;1;1;1;1;120;100;106;
2015-02-09 09:26:11.814233;1;1;1;1;120;100;106;
2015-02-09 09:26:11.830869;1;1;1;1;120;100;106;
2015-02-09 09:26:11.831094;1;1;1;1;120;100;106;
2015-02-09 09:26:11.847567;1;1;1;1;122;106;106;
2015-02-09 09:26:11.864230;1;1;1;1;122;106;106;
2015-02-09 09:26:11.880885;1;1;1;1;122;106;106;
2015-02-09 09:26:11.897522;1;1;1;1;122;106;106;
2015-02-09 09:26:11.930879;1;1;1;1;122;106;106;
2015-02-09 09:26:11.947538;1;1;1;1;111;68;106;
2015-02-09 09:26:11.964184;1;1;1;1;111;68;106;
2015-02-09 09:26:11.980872;1;1;1;1;111;68;106;
2015-02-09 09:26:11.997546;1;1;1;1;111;68;106;
2015-02-09 09:26:11.997804;1;1;1;1;107;109;106;
2015-02-09 09:26:12.14201;1;1;1;1;107;109;106;
2015-02-09 09:26:12.47546;1;1;1;1;107;109;106;
2015-02-09 09:26:12.47798;1;1;1;1;107;109;106;
2015-02-09 09:26:12.80844;1;1;1;1;107;109;106;
2015-02-09 09:26:12.97534;1;1;1;1;120;70;106;
2015-02-09 09:26:12.114201;1;1;1;1;120;70;106;
2015-02-09 09:26:12.130875;1;1;1;1;120;70;106;
2015-02-09 09:26:12.131118;1;1;1;1;120;70;106;
2015-02-09 09:26:12.164189;1;1;1;1;120;70;106;
2015-02-09 09:26:12.180890;1;1;1;1;75;110;106;
2015-02-09 09:26:12.197531;1;1;1;1;75;110;106;
2015-02-09 09:26:12.197769;1;1;1;1;75;110;106;
2015-02-09 09:26:12.230874;1;1;1;1;75;110;106;
2015-02-09 09:26:12.247537;1;27;1;1;119;93;106;
2015-02-09 09:26:12.247784;1;27;1;1;119;93;106;
2015-02-09 09:26:12.264184;1;1;1;1;119;93;106;
2015-02-09 09:26:12.280869;27;1;1;1;119;93;106;
2015-02-09 09:26:12.297535;27;1;1;1;119;93;106;
2015-02-09 09:26:12.314195;1;1;1;1;120;110;106;
2015-02-09 09:26:12.330843;1;1;1;1;120;110;106;
2015-02-09 09:26:12.347519;1;1;1;1;120;110;106;
2015-02-09 09:26:12.364204;1;1;1;1;120;110;106;
2015-02-09 09:26:12.397530;26;1;1;1;120;94;106;
2015-02-09 09:26:12.414195;26;1;1;1;120;94;106;
2015-02-09 09:26:12.430860;1;1;1;1;120;94;106;
2015-02-09 09:26:12.447501;27;1;1;1;120;94;106;
2015-02-09 09:26:12.464185;27;1;1;1;120;94;106;
2015-02-09 09:26:12.480848;1;1;1;1;121;94;106;
2015-02-09 09:26:12.497511;27;1;1;1;121;94;106;
2015-02-09 09:26:12.514303;27;1;1;1;121;94;106;
2015-02-09 09:26:12.530866;1;1;1;1;121;94;106;
2015-02-09 09:26:12.531172;1;1;1;1;121;94;106;
2015-02-09 09:26:12.547534;1;1;1;1;119;88;106;
2015-02-09 09:26:12.564190;1;1;1;1;119;88;106;
2015-02-09 09:26:12.580858;1;1;1;1;119;88;106;
2015-02-09 09:26:12.614183;1;1;1;1;119;88;106;
