1,87,273,442,98,0,0,0,0,60,297,74,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TN
2,91,273,443,95,0,0,0,0,56,296,76,276,406,-54,378,299,94.5352,375,0,375,299,90,0,0,0,0,0,0,0,0,TP
3,89,274,443,94,0,0,0,0,0,0,0,0,713,-43,1014,299,48.6484,375,0,375,299,90,0,0,0,0,0,0,0,0,TP
4,90,273,445,97,0,0,0,0,56,296,76,276,406,-54,378,299,94.5352,375,0,375,299,90,0,0,0,0,0,0,0,0,TP
5,85,276,444,95,0,0,0,0,55,296,77,276,429,-44,381,299,97.9663,375,0,375,299,90,0,0,0,0,0,0,0,0,TP
6,85,275,444,95,0,0,0,0,56,296,76,276,406,-54,378,299,94.5352,375,0,375,299,90,0,0,0,0,0,0,0,0,TP
7,86,278,444,94,0,0,0,0,0,0,0,0,711,-41,1019,299,47.8271,375,0,375,299,90,0,0,0,0,0,0,0,0,TP
8,85,276,445,94,0,0,0,0,58,297,75,276,360,-72,386,299,85.9912,375,0,375,299,90,0,0,0,0,0,0,0,0,TP
9,85,279,445,94,0,0,0,0,0,0,0,0,712,-43,1021,299,47.9019,375,0,375,299,90,0,0,0,0,0,0,0,0,TP
10,84,275,447,96,0,0,0,0,54,299,75,276,379,-55,379,299,90,375,0,375,299,90,0,0,0,0,0,0,0,0,TP
11,83,276,446,95,0,0,0,0,56,299,75,276,366,-72,386,299,86.9143,375,0,375,299,90,0,0,0,0,0,0,0,0,TP
12,84,278,447,94,0,0,0,0,0,0,0,0,716,-41,1017,299,48.4817,375,0,375,299,90,0,0,0,0,0,0,0,0,TP
13,83,277,450,93,0,0,0,0,0,0,0,0,714,-40,1014,299,48.4926,375,0,375,299,90,0,0,0,0,0,0,0,0,TP
14,82,277,453,90,0,0,0,0,54,299,76,275,379,-55,379,299,90,375,0,375,299,90,0,0,0,0,0,0,0,0,TP
15,81,280,449,90,0,0,0,0,0,0,0,0,710,-44,1019,299,47.9851,375,0,375,299,90,0,0,0,0,0,0,0,0,TP
16,81,280,448,91,0,0,0,0,0,0,0,0,710,-44,1019,299,47.9851,375,0,375,299,90,0,0,0,0,0,0,0,0,TP
17,81,280,455,88,0,0,0,0,0,0,0,0,709,-42,1018,299,47.8184,375,0,375,299,90,0,0,0,0,0,0,0,0,TP
18,81,280,453,88,0,0,0,0,0,0,0,0,710,-44,1019,299,47.9851,375,0,375,299,90,0,0,0,0,0,0,0,0,TP
19,81,281,463,83,0,0,0,0,0,0,0,0,711,-45,1021,299,47.976,375,0,375,299,90,0,0,0,0,0,0,0,0,TP
20,81,280,465,82,0,0,0,0,55,300,77,276,380,-54,380,299,90,375,0,375,299,90,0,0,0,0,0,0,0,0,TP
21,81,280,456,88,0,0,0,0,0,0,0,0,710,-41,1018,299,47.8271,375,0,375,299,90,0,0,0,0,0,0,0,0,TP
22,81,281,467,79,0,0,0,0,0,0,0,0,710,-48,1021,299,48.1316,375,0,375,299,90,0,0,0,0,0,0,0,0,TP
23,80,280,468,80,0,0,0,0,0,0,0,0,709,-44,1018,299,47.9851,375,0,375,299,90,0,0,0,0,0,0,0,0,TP
24,81,281,464,82,0,0,0,0,0,0,0,0,711,-47,1021,299,48.1411,375,0,375,299,90,0,0,0,0,0,0,0,0,TP
25,81,280,469,80,0,0,0,0,0,0,0,0,710,-44,1019,299,47.9851,375,0,375,299,90,0,0,0,0,0,0,0,0,TP
26,81,281,467,81,0,0,0,0,0,0,0,0,711,-45,1021,299,47.976,375,0,375,299,90,0,0,0,0,0,0,0,0,TP
27,82,282,470,77,0,0,0,0,0,0,0,0,712,-50,1024,299,48.2038,375,0,375,299,90,0,0,0,0,0,0,0,0,TP
28,84,286,494,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TN
29,84,286,494,50,0,0,0,0,0,0,0,0,1720,-655,2599,299,47.343,375,0,375,299,90,0,0,0,0,0,0,0,0,TP
30,84,286,494,50,0,0,0,0,0,0,0,0,1720,-655,2599,299,47.343,375,0,375,299,90,0,0,0,0,0,0,0,0,TP
31,84,286,494,50,0,0,0,0,0,0,0,0,1720,-655,2599,299,47.343,375,0,375,299,90,0,0,0,0,0,0,0,0,TP
32,83,285,495,51,0,0,0,0,0,0,0,0,1723,-646,2596,299,47.268,375,0,375,299,90,0,0,0,0,0,0,0,0,TP
33,84,285,493,50,0,0,0,0,0,0,0,0,1721,-652,2597,299,47.3507,375,0,375,299,90,0,0,0,0,0,0,0,0,TP
34,84,285,493,50,0,0,0,0,0,0,0,0,1721,-652,2597,299,47.3507,375,0,375,299,90,0,0,0,0,0,0,0,0,TP
35,83,284,495,50,0,0,0,0,0,0,0,0,1721,-646,2594,299,47.268,375,0,375,299,90,0,0,0,0,0,0,0,0,TP
36,83,285,495,49,0,0,0,0,0,0,0,0,1720,-652,2596,299,47.3507,375,0,375,299,90,0,0,0,0,0,0,0,0,TP
37,84,285,494,49,0,0,0,0,0,0,0,0,1718,-655,2597,299,47.343,375,0,375,299,90,0,0,0,0,0,0,0,0,TP
38,85,286,494,48,0,0,0,0,0,0,0,0,1438,-499,2213,299,45.8377,375,0,375,299,90,0,0,0,0,0,0,0,0,TP
39,83,284,495,50,0,0,0,0,0,0,0,0,1721,-646,2594,299,47.268,375,0,375,299,90,0,0,0,0,0,0,0,0,TP
40,84,285,495,48,0,0,0,0,549,89,535,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TN
41,86,289,495,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TN
42,86,288,494,41,0,0,0,0,0,0,0,0,1293,-439,2024,299,45.273,375,0,375,299,90,0,0,0,0,0,0,0,0,TP
43,84,285,495,49,0,0,0,0,0,0,0,0,1721,-652,2597,299,47.3507,375,0,375,299,90,0,0,0,0,0,0,0,0,TP
44,84,285,495,49,0,0,0,0,0,0,0,0,1718,-655,2597,299,47.343,375,0,375,299,90,0,0,0,0,0,0,0,0,TP
45,83,284,495,50,0,0,0,0,550,89,536,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TN
46,84,284,495,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TN
47,83,284,495,50,0,0,0,0,0,0,0,0,1721,-646,2594,299,47.268,375,0,375,299,90,0,0,0,0,0,0,0,0,TP
48,83,284,495,50,0,0,0,0,0,0,0,0,1721,-646,2594,299,47.268,375,0,375,299,90,0,0,0,0,0,0,0,0,TP
49,54,302,495,47,0,0,0,0,553,91,537,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TN
50,84,285,494,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TN
51,84,284,496,50,0,0,0,0,0,0,0,0,1722,-646,2595,299,47.268,375,0,375,299,90,0,0,0,0,0,0,0,0,TP
52,87,289,494,42,0,0,0,0,0,0,0,0,1293,-444,2027,299,45.3491,375,0,375,299,90,0,0,0,0,0,0,0,0,TP
53,84,284,494,50,0,0,0,0,0,0,0,0,1720,-649,2595,299,47.2931,375,0,375,299,90,0,0,0,0,0,0,0,0,TP
54,83,285,495,49,0,0,0,0,0,0,0,0,1720,-652,2596,299,47.3507,375,0,375,299,90,0,0,0,0,0,0,0,0,TP
55,83,284,495,50,0,0,0,0,0,0,0,0,1721,-646,2594,299,47.268,375,0,375,299,90,0,0,0,0,0,0,0,0,TP
56,87,290,493,40,0,0,0,0,0,0,0,0,1289,-450,2029,299,45.3463,375,0,375,299,90,0,0,0,0,0,0,0,0,TP
57,85,286,494,50,0,0,0,0,0,0,0,0,1721,-655,2600,299,47.343,375,0,375,299,90,0,0,0,0,0,0,0,0,TP
58,83,284,495,52,0,0,0,0,0,0,0,0,1725,-640,2594,299,47.2172,375,0,375,299,90,0,0,0,0,0,0,0,0,TP
59,83,284,495,50,0,0,0,0,0,0,0,0,1721,-646,2594,299,47.268,375,0,375,299,90,0,0,0,0,0,0,0,0,TP
60,84,285,494,50,0,0,0,0,550,90,540,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TN
61,84,285,495,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TN
62,84,285,496,48,0,0,0,0,0,0,0,0,1437,-496,2210,299,45.8038,375,0,375,299,90,0,0,0,0,0,0,0,0,TP
63,53,300,496,49,0,0,0,0,0,0,0,0,1719,-645,2592,299,47.2377,375,0,375,299,90,0,0,0,0,0,0,0,0,TP
64,84,285,495,49,0,0,0,0,0,0,0,0,1718,-655,2597,299,47.343,375,0,375,299,90,0,0,0,0,0,0,0,0,TP
65,84,285,495,49,0,0,0,0,0,0,0,0,1718,-655,2597,299,47.343,375,0,375,299,90,0,0,0,0,0,0,0,0,TP
66,84,285,495,48,0,0,0,0,0,0,0,0,1718,-655,2597,299,47.343,375,0,375,299,90,0,0,0,0,0,0,0,0,TP
67,84,285,494,50,0,0,0,0,0,0,0,0,1721,-652,2597,299,47.3507,375,0,375,299,90,0,0,0,0,0,0,0,0,TP
68,84,285,495,48,0,0,0,0,0,0,0,0,1718,-655,2597,299,47.343,375,0,375,299,90,0,0,0,0,0,0,0,0,TP
69,84,285,495,49,0,0,0,0,0,0,0,0,1721,-652,2597,299,47.3507,375,0,375,299,90,0,0,0,0,0,0,0,0,TP
70,84,285,495,49,0,0,0,0,0,0,0,0,1718,-655,2597,299,47.343,375,0,375,299,90,0,0,0,0,0,0,0,0,TP
71,84,285,495,49,0,0,0,0,0,0,0,0,1718,-655,2597,299,47.343,375,0,375,299,90,0,0,0,0,0,0,0,0,TP
72,83,284,495,51,0,0,0,0,0,0,0,0,1725,-640,2594,299,47.2172,375,0,375,299,90,0,0,0,0,0,0,0,0,TP
73,83,284,495,52,0,0,0,0,0,0,0,0,1725,-640,2594,299,47.2172,375,0,375,299,90,0,0,0,0,0,0,0,0,TP
74,84,285,496,49,0,0,0,0,0,0,0,0,1721,-652,2597,299,47.3507,375,0,375,299,90,0,0,0,0,0,0,0,0,TP
75,84,285,494,49,0,0,0,0,0,0,0,0,1718,-655,2597,299,47.343,375,0,375,299,90,0,0,0,0,0,0,0,0,TP
76,83,285,496,49,0,0,0,0,0,0,0,0,1720,-652,2596,299,47.3507,375,0,375,299,90,0,0,0,0,0,0,0,0,TP
77,84,285,495,49,0,0,0,0,0,0,0,0,1718,-655,2597,299,47.343,375,0,375,299,90,0,0,0,0,0,0,0,0,TP
78,84,284,494,50,0,0,0,0,0,0,0,0,1720,-649,2595,299,47.2931,375,0,375,299,90,0,0,0,0,0,0,0,0,TP
79,84,285,495,48,0,0,0,0,0,0,0,0,1718,-655,2597,299,47.343,375,0,375,299,90,0,0,0,0,0,0,0,0,TP
80,84,285,495,48,0,0,0,0,0,0,0,0,1718,-655,2597,299,47.343,375,0,375,299,90,0,0,0,0,0,0,0,0,TP
81,84,285,495,49,0,0,0,0,0,0,0,0,1718,-655,2597,299,47.343,375,0,375,299,90,0,0,0,0,0,0,0,0,TP
82,84,285,494,50,0,0,0,0,0,0,0,0,1721,-652,2597,299,47.3507,375,0,375,299,90,0,0,0,0,0,0,0,0,TP
83,84,284,495,50,0,0,0,0,0,0,0,0,1721,-649,2595,299,47.3258,375,0,375,299,90,0,0,0,0,0,0,0,0,TP
84,84,285,495,49,0,0,0,0,0,0,0,0,1718,-655,2597,299,47.343,375,0,375,299,90,0,0,0,0,0,0,0,0,TP
85,84,285,495,49,0,0,0,0,0,0,0,0,1718,-655,2597,299,47.343,375,0,375,299,90,0,0,0,0,0,0,0,0,TP
86,84,285,496,48,0,0,0,0,0,0,0,0,1437,-496,2210,299,45.8038,375,0,375,299,90,0,0,0,0,0,0,0,0,TP
87,83,284,495,50,0,0,0,0,0,0,0,0,1721,-646,2594,299,47.268,375,0,375,299,90,0,0,0,0,0,0,0,0,TP
88,83,284,495,50,0,0,0,0,0,0,0,0,1721,-646,2594,299,47.268,375,0,375,299,90,0,0,0,0,0,0,0,0,TP
89,84,285,494,50,0,0,0,0,0,0,0,0,1721,-652,2597,299,47.3507,375,0,375,299,90,0,0,0,0,0,0,0,0,TP
90,84,285,495,49,0,0,0,0,0,0,0,0,1718,-655,2597,299,47.343,375,0,375,299,90,0,0,0,0,0,0,0,0,TP
91,83,284,496,49,0,0,0,0,0,0,0,0,1720,-649,2594,299,47.3258,375,0,375,299,90,0,0,0,0,0,0,0,0,TP
92,84,285,496,48,0,0,0,0,0,0,0,0,1437,-496,2210,299,45.8038,375,0,375,299,90,0,0,0,0,0,0,0,0,TP
93,83,285,496,49,0,0,0,0,0,0,0,0,1720,-652,2596,299,47.3507,375,0,375,299,90,0,0,0,0,0,0,0,0,TP
94,85,285,495,50,0,0,0,0,0,0,0,0,1722,-652,2598,299,47.3507,375,0,375,299,90,0,0,0,0,0,0,0,0,TP
95,83,284,495,50,0,0,0,0,0,0,0,0,1721,-646,2594,299,47.268,375,0,375,299,90,0,0,0,0,0,0,0,0,TP
96,84,285,495,49,0,0,0,0,550,89,538,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TP
97,87,290,493,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TN
98,84,285,495,49,0,0,0,0,0,0,0,0,1718,-655,2597,299,47.343,375,0,375,299,90,0,0,0,0,0,0,0,0,TP
99,83,284,495,50,0,0,0,0,0,0,0,0,1721,-646,2594,299,47.268,375,0,375,299,90,0,0,0,0,0,0,0,0,TP
100,84,285,495,49,0,0,0,0,0,0,0,0,1718,-655,2597,299,47.343,375,0,375,299,90,0,0,0,0,0,0,0,0,TP
101,84,285,494,50,0,0,0,0,0,0,0,0,1721,-652,2597,299,47.3507,375,0,375,299,90,0,0,0,0,0,0,0,0,TP
102,84,285,496,49,0,0,0,0,551,89,537,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TN
103,84,285,495,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TN
104,83,285,495,49,0,0,0,0,551,89,537,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TN
105,83,285,495,49,0,0,0,0,551,90,535,76,1377,812,1114,299,62.8571,375,0,375,299,90,0,0,0,0,0,0,0,0,TP
106,84,285,494,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TN
107,83,285,494,50,0,0,0,0,0,0,0,0,1720,-652,2596,299,47.3507,375,0,375,299,90,0,0,0,0,0,0,0,0,TP
108,86,289,495,42,0,0,0,0,0,0,0,0,1295,-439,2026,299,45.273,375,0,375,299,90,0,0,0,0,0,0,0,0,TP
109,83,285,496,49,0,0,0,0,0,0,0,0,1720,-652,2596,299,47.3507,375,0,375,299,90,0,0,0,0,0,0,0,0,TP
110,84,285,494,47,0,0,0,0,0,0,0,0,1435,-499,2210,299,45.8377,375,0,375,299,90,0,0,0,0,0,0,0,0,TP
111,84,285,495,48,0,0,0,0,0,0,0,0,1437,-496,2210,299,45.8038,375,0,375,299,90,0,0,0,0,0,0,0,0,TP
112,83,284,495,50,0,0,0,0,0,0,0,0,1721,-646,2594,299,47.268,375,0,375,299,90,0,0,0,0,0,0,0,0,TP
113,83,284,495,50,0,0,0,0,0,0,0,0,1721,-646,2594,299,47.268,375,0,375,299,90,0,0,0,0,0,0,0,0,TP
114,84,285,494,49,0,0,0,0,0,0,0,0,1718,-655,2597,299,47.343,375,0,375,299,90,0,0,0,0,0,0,0,0,TP
115,83,284,495,52,0,0,0,0,0,0,0,0,1725,-640,2594,299,47.2172,375,0,375,299,90,0,0,0,0,0,0,0,0,TP
